step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
28,,,,,0.0005780819919891655,0.15759769082069397,0.004228983540087938,0.004228983540087938,,,,
29,,,,,0.0005936449742875993,0.1660822331905365,0.004448878578841686,0.004448878578841686,,,,
30,0.0003321524418424815,0.24219903349876404,0.006221051327884197,0.006221051327884197,0.0006184385856613517,0.161810964345932,0.004354493692517281,0.004354493692517281,11.138005905853742,14.782608695652174,219.68780575586217,6.0730030962399075
31,,,,,0.000554421974811703,0.14298363029956818,0.0038518018554896116,0.0038518018554896116,,,,
32,,,,,0.0005834646290168166,0.15707696974277496,0.004218656569719315,0.004218656569719315,,,,
33,,,,,0.0005872191395610571,0.15940728783607483,0.004278791602700949,0.004278791602700949,,,,
34,,,,,0.0005747977993451059,0.14496034383773804,0.003911407198756933,0.003911407198756933,,,,
35,,,,,0.0005818884237669408,0.15198096632957458,0.004090468864887953,0.004090468864887953,,,,
36,,,,,0.0005734218284487724,0.15593747794628143,0.004185147117823362,0.004185147117823362,,,,
37,,,,,0.0005578671116381884,0.15060435235500336,0.004044041503220797,0.004044041503220797,,,,
38,,,,,0.0005861874087713659,0.14911030232906342,0.0040208520367741585,0.0040208520367741585,,,,
39,,,,,0.0005347485421225429,0.14553722739219666,0.003905804827809334,0.003905804827809334,,,,
40,0.00032779635512270033,0.23661117255687714,0.006079177372157574,0.006079177372157574,0.0005652247928082943,0.15146198868751526,0.0040691620670259,0.0040691620670259,14.427990439638663,23.478260869565215,195.45900135869564,5.705372150127705
41,,,,,0.0005271577392704785,0.146659255027771,0.003930060658603907,0.003930060658603907,,,,
42,,,,,0.0005351465661078691,0.14990761876106262,0.004015263635665178,0.004015263635665178,,,,
43,,,,,0.0005561378784477711,0.1460060328245163,0.003928219899535179,0.003928219899535179,,,,
44,,,,,0.0005504094297066331,0.14547954499721527,0.003912193700671196,0.003912193700671196,,,,
45,,,,,0.00053060008212924,0.13929042220115662,0.003747560316696763,0.003747560316696763,,,,
46,,,,,0.0005384770920500159,0.14504091441631317,0.0038952615577727556,0.0038952615577727556,,,,
47,,,,,0.0005450748139992356,0.13805285096168518,0.0037238586228340864,0.0037238586228340864,,,,
48,,,,,0.0005100126727484167,0.13464221358299255,0.00362106179818511,0.00362106179818511,,,,
49,,,,,0.0005021102842874825,0.1336139291524887,0.003591403365135193,0.003591403365135193,,,,
50,0.0003780073602683842,0.23320448398590088,0.006019116844981909,0.006019116844981909,0.0005433280603028834,0.14127236604690552,0.0038034734316170216,0.0038034734316170216,16.029588834772294,23.913043478260875,203.31129857591753,17.362312360178855
51,,,,,0.0005287433159537613,0.1391271948814392,0.0037425511982291937,0.0037425511982291937,,,,
52,,,,,0.0005488824681378901,0.1377951204776764,0.0037193195894360542,0.0037193195894360542,,,,
53,,,,,0.0005302425706759095,0.1333480328321457,0.0035988222807645798,0.0035988222807645798,,,,
54,,,,,0.0005032623885199428,0.13509692251682281,0.003629053942859173,0.003629053942859173,,,,
55,,,,,0.0004974653711542487,0.12376478314399719,0.0033428524620831013,0.0033428524620831013,,,,
56,,,,,0.0004934720927849412,0.13636326789855957,0.0036558175925165415,0.0036558175925165415,,,,
57,,,,,0.0004824511124752462,0.12877307832241058,0.003460552776232362,0.003460552776232362,,,,
58,,,,,0.000493658590130508,0.13247302174568176,0.003558654570952058,0.003558654570952058,,,,
59,,,,,0.0004833441344089806,0.12621594965457916,0.003397071035578847,0.003397071035578847,,,,
60,0.00032056120107881725,0.23771236836910248,0.006103090010583401,0.006103090010583401,0.0004998702206648886,0.13784192502498627,0.0036959827411919832,0.0036959827411919832,24.356699406204356,32.608695652173914,186.84662024456523,5.543422222137451
61,,,,,0.0005176250706426799,0.12908780574798584,0.0034860074520111084,0.0034860074520111084,,,,
62,,,,,0.000499692396260798,0.130011186003685,0.0035001253709197044,0.0035001253709197044,,,,
63,,,,,0.0004738003481179476,0.13532550632953644,0.0036200382746756077,0.0036200382746756077,,,,
64,,,,,0.0004934874596074224,0.13163812458515167,0.0035376963205635548,0.0035376963205635548,,,,
65,,,,,0.0004722292360384017,0.12826408445835114,0.00344271631911397,0.00344271631911397,,,,
66,,,,,0.0004921702202409506,0.1367766261100769,0.0036655005533248186,0.0036655005533248186,,,,
67,,,,,0.00047613709466531873,0.1276620328426361,0.0034296195954084396,0.0034296195954084396,,,,
68,,,,,0.0004480328061617911,0.12537667155265808,0.003358433023095131,0.003358433023095131,,,,
69,,,,,0.0004709104832727462,0.12688545882701874,0.0034075919538736343,0.0034075919538736343,,,,
70,0.00030087854247540236,0.24033646285533905,0.006158850621432066,0.006158850621432066,0.0004451432032510638,0.11989636719226837,0.0032199814449995756,0.0032199814449995756,23.89365804712339,26.521739130434778,210.23273356631398,17.318200344131107
71,,,,,0.0004280064604245126,0.11877934634685516,0.0031834871042519808,0.0031834871042519808,,,,
72,,,,,0.0004516618209891021,0.1246301680803299,0.0033415851648896933,0.0033415851648896933,,,,
73,,,,,0.00044247315963730216,0.12868525087833405,0.003438368206843734,0.003438368206843734,,,,
74,,,,,0.00040445791091769934,0.12043072283267975,0.003212996758520603,0.003212996758520603,,,,
75,,,,,0.00042218700400553644,0.11990447342395782,0.0032087054569274187,0.0032087054569274187,,,,
76,,,,,0.0004346980422269553,0.12760861217975616,0.003407564014196396,0.003407564014196396,,,,
77,,,,,0.00043271304457448423,0.11858820170164108,0.0031810614746063948,0.0031810614746063948,,,,
78,,,,,0.00042058349936269224,0.12214735150337219,0.0032639754936099052,0.0032639754936099052,,,,
79,,,,,0.0004259560373611748,0.11791276186704636,0.003160796593874693,0.003160796593874693,,,,
80,0.00028437195578590035,0.23826970160007477,0.006098928861320019,0.006098928861320019,0.00042660391773097217,0.11844169348478317,0.003174344077706337,0.003174344077706337,32.96594218798262,40.869565217391305,166.3477921195652,31.299781799316406
81,,,,,0.0004129315784666687,0.12010890990495682,0.0032091885805130005,0.0032091885805130005,,,,
82,,,,,0.000389556516893208,0.12036211043596268,0.003203831147402525,0.003203831147402525,,,,
83,,,,,0.00041538034565746784,0.1285405457019806,0.0034212039317935705,0.0034212039317935705,,,,
84,,,,,0.00039502853178419173,0.11000785231590271,0.0029477106872946024,0.0029477106872946024,,,,
85,,,,,0.00038003030931577086,0.11292386800050735,0.003013111185282469,0.003013111185282469,,,,
86,,,,,0.0004111322923563421,0.12408376485109329,0.0033076603431254625,0.0033076603431254625,,,,
87,,,,,0.0004350445815362036,0.11858775466680527,0.0031822167802602053,0.0031822167802602053,,,,
88,,,,,0.0003866093757096678,0.11778171360492706,0.0031378481071442366,0.0031378481071442366,,,,
89,,,,,0.0003913097898475826,0.11949671059846878,0.003183073131367564,0.003183073131367564,,,,
90,0.0002530406345613301,0.22003649175167084,0.005627433303743601,0.005627433303743601,0.0004020639753434807,0.1187966838479042,0.003170949872583151,0.003170949872583151,33.36256795141631,37.826086956521735,181.85434782608695,5.214110851287842
91,,,,,0.0003540277830325067,0.1071617528796196,0.0028560576029121876,0.0028560576029121876,,,,
92,,,,,0.00034575944300740957,0.09442861378192902,0.002533595310524106,0.002533595310524106,,,,
93,,,,,0.00034490233520045877,0.10063289105892181,0.0026882735546678305,0.0026882735546678305,,,,
94,,,,,0.00033552467357367277,0.09656906127929688,0.002581989159807563,0.002581989159807563,,,,
95,,,,,0.00031802995363250375,0.09112009406089783,0.0024370173923671246,0.0024370173923671246,,,,
96,,,,,0.0003194766759406775,0.09327287971973419,0.0024915598332881927,0.0024915598332881927,,,,
97,,,,,0.0003252382739447057,0.09052469581365585,0.0024257367476820946,0.0024257367476820946,,,,
98,,,,,0.00030799838714301586,0.08751717209815979,0.002341928891837597,0.002341928891837597,,,,
99,,,,,0.00032560949330218136,0.09397921711206436,0.0025122854858636856,0.0025122854858636856,,,,
100,0.00024794103228487074,0.21395453810691833,0.005472833756357431,0.005472833756357431,0.00031280078110285103,0.08446408808231354,0.002268002135679126,0.002268002135679126,36.395371949748096,41.30434782608695,171.32338654891305,6.036049867287661
101,,,,,0.0003190777206327766,0.08489522337913513,0.002281919354572892,0.002281919354572892,,,,
102,,,,,0.0003085055504925549,0.08946159482002258,0.002390792593359947,0.002390792593359947,,,,
103,,,,,0.0003172094584442675,0.08907708525657654,0.0023855315521359444,0.0023855315521359444,,,,
104,,,,,0.0003100549220107496,0.0829663947224617,0.00222918763756752,0.00222918763756752,,,,
105,,,,,0.0003059317823499441,0.08678097277879715,0.0023224905598908663,0.0023224905598908663,,,,
106,,,,,0.000294830824714154,0.0791131779551506,0.0021252452861517668,0.0021252452861517668,,,,
107,,,,,0.0003028829232789576,0.08052317798137665,0.002164520788937807,0.002164520788937807,,,,
108,,,,,0.0002939937694463879,0.08244067430496216,0.0022080133203417063,0.0022080133203417063,,,,
109,,,,,0.000292163691483438,0.07838311046361923,0.0021056593395769596,0.0021056593395769596,,,,
110,0.00023052441247273237,0.21017195284366608,0.00536956125870347,0.00536956125870347,0.0002934092772193253,0.08411094546318054,0.002249478129670024,0.002249478129670024,44.42165292380631,53.04347826086957,141.44716372282608,6.168961264870384
111,,,,,0.00028513226425275207,0.08110902458429337,0.002170292194932699,0.002170292194932699,,,,
112,,,,,0.00030322157545015216,0.0805298462510109,0.0021648569963872433,0.0021648569963872433,,,,
113,,,,,0.00027613629936240613,0.07877250760793686,0.00210738112218678,0.00210738112218678,,,,
114,,,,,0.00027547794161364436,0.08154186606407166,0.0021762854885309935,0.0021762854885309935,,,,
115,,,,,0.00030508264899253845,0.08187784999608994,0.0021994877606630325,0.0021994877606630325,,,,
116,,,,,0.00028363571618683636,0.08637461066246033,0.002301183296367526,0.002301183296367526,,,,
117,,,,,0.00027785400743596256,0.07830997556447983,0.0020966767333447933,0.0020966767333447933,,,,
118,,,,,0.00029274035478010774,0.08034224063158035,0.002154926536604762,0.002154926536604762,,,,
119,,,,,0.0002728532417677343,0.08243975043296814,0.002197420224547386,0.002197420224547386,,,,
120,0.0002453606575727463,0.21532174944877625,0.005505724344402552,0.005505724344402552,0.0002802488743327558,0.07364349067211151,0.0019812118262052536,0.0019812118262052536,46.44159490608215,50.8695652173913,145.5906518583319,6.912319369175854
121,,,,,0.0002817870117723942,0.08300403505563736,0.0022159942891448736,0.0022159942891448736,,,,
122,,,,,0.0002713812282308936,0.07241126149892807,0.0019459722097963095,0.0019459722097963095,,,,
123,,,,,0.0002659201854839921,0.08409945666790009,0.002235446823760867,0.002235446823760867,,,,
124,,,,,0.00027213574503548443,0.07794641703367233,0.002084728330373764,0.002084728330373764,,,,
125,,,,,0.0002727713726926595,0.0805293396115303,0.0021496193949133158,0.0021496193949133158,,,,
126,,,,,0.00026594684459269047,0.07650842517614365,0.002045684028416872,0.002045684028416872,,,,
127,,,,,0.0002864410344045609,0.07416868954896927,0.0019974380265921354,0.0019974380265921354,,,,
128,,,,,0.0002814635226968676,0.0752427726984024,0.002021800959482789,0.002021800959482789,,,,
129,,,,,0.00027543603209778666,0.07403220236301422,0.0019885231740772724,0.0019885231740772724,,,,
130,0.00022117365733720362,0.21444880962371826,0.005471806973218918,0.005471806973218918,0.0002767623809631914,0.07766225188970566,0.0020799373742192984,0.0020799373742192984,46.31481982784745,51.73913043478261,153.8220448369565,6.240214278058308
131,,,,,0.00026903534308075905,0.07795598357915878,0.002083417261019349,0.002083417261019349,,,,
132,,,,,0.00026909957523457706,0.07144822925329208,0.0019207557197660208,0.0019207557197660208,,,,
133,,,,,0.00028069288237020373,0.07516326010227203,0.0020194281823933125,0.0020194281823933125,,,,
134,,,,,0.00029656614060513675,0.07463916391134262,0.002014262368902564,0.002014262368902564,,,,
135,,,,,0.0002851641329471022,0.07557685673236847,0.0020320035982877016,0.0020320035982877016,,,,
136,,,,,0.00025772626395337284,0.07694798707962036,0.002052562776952982,0.002052562776952982,,,,
137,,,,,0.00026257350691594183,0.07359769195318222,0.0019712289795279503,0.0019712289795279503,,,,
138,,,,,0.00026780919870361686,0.07640185207128525,0.002043950604274869,0.002043950604274869,,,,
139,,,,,0.0002641824830789119,0.07533042132854462,0.002015352016314864,0.002015352016314864,,,,
140,0.00021955139527563006,0.21423561871051788,0.005465665366500616,0.005465665366500616,0.0002731774584390223,0.07029442489147186,0.0018939493456855416,0.0018939493456855416,46.03130234518366,51.304347826086946,156.2250339673913,6.2597643263796545
141,,,,,0.0002637829165905714,0.0719074085354805,0.0019295765087008476,0.0019295765087008476,,,,
142,,,,,0.00026528144371695817,0.06970135867595673,0.0018751750467345119,0.0018751750467345119,,,,
143,,,,,0.0002775015600491315,0.07443559914827347,0.001999640604481101,0.001999640604481101,,,,
144,,,,,0.0002707576786633581,0.06862526386976242,0.0018510104855522513,0.0018510104855522513,,,,
145,,,,,0.0002658728917594999,0.07196740806102753,0.0019321219297125936,0.0019321219297125936,,,,
146,,,,,0.00026824462111108005,0.07108815014362335,0.001911326078698039,0.001911326078698039,,,,
147,,,,,0.0002747156540863216,0.07169903069734573,0.0019298337865620852,0.0019298337865620852,,,,
148,,,,,0.0002783743548206985,0.06864359229803085,0.0018552772235125303,0.0018552772235125303,,,,
149,,,,,0.00027255661552771926,0.07647508382797241,0.002048155292868614,0.002048155292868614,,,,
150,0.00021613307762891054,0.21366925537586212,0.005449797958135605,0.005449797958135605,0.0002697259478736669,0.07636850327253342,0.002044075634330511,0.002044075634330511,46.263326332633255,51.30434782608696,152.01948029891304,6.179717307867006
151,,,,,0.00025940578780137,0.07251398265361786,0.0019425525097176433,0.0019425525097176433,,,,
152,,,,,0.0002667676890268922,0.07347007095813751,0.0019701358396559954,0.0019701358396559954,,,,
153,,,,,0.00025619345251470804,0.07143066078424454,0.0019138632342219353,0.0019138632342219353,,,,
154,,,,,0.00027289616991765797,0.07738108187913895,0.0020709752570837736,0.0020709752570837736,,,,
155,,,,,0.00027320467052049935,0.07640444487333298,0.0020467133726924658,0.0020467133726924658,,,,
156,,,,,0.0002658635494299233,0.07373646646738052,0.0019763431046158075,0.0019763431046158075,,,,
157,,,,,0.00028851753449998796,0.07071495801210403,0.0019121327204629779,0.0019121327204629779,,,,
158,,,,,0.00027851713821291924,0.07032480835914612,0.0018973789410665631,0.0018973789410665631,,,,
159,,,,,0.0002641088794916868,0.07264426350593567,0.0019481612835079432,0.0019481612835079432,,,,
160,0.00021863587608095258,0.21319326758384705,0.0054391492158174515,0.0054391492158174515,0.00025563419330865145,0.06980086863040924,0.0018728389404714108,0.0018728389404714108,46.5743821273394,50.8695652173913,151.8859375,6.6981941385472075
161,,,,,0.00028677284717559814,0.0764121487736702,0.0020536906085908413,0.0020536906085908413,,,,
162,,,,,0.000252692901995033,0.06921122223138809,0.00185662682633847,0.00185662682633847,,,,
163,,,,,0.00025954528246074915,0.06533703207969666,0.0017631984082981944,0.0017631984082981944,,,,
164,,,,,0.0002676751173567027,0.07394331693649292,0.001982420450076461,0.001982420450076461,,,,
165,,,,,0.0002759606868494302,0.07685144245624542,0.002059266436845064,0.002059266436845064,,,,
166,,,,,0.00026193648227490485,0.07461146265268326,0.00199625501409173,0.00199625501409173,,,,
167,,,,,0.000259151856880635,0.06924328207969666,0.001860658172518015,0.001860658172518015,,,,
168,,,,,0.0002509315963834524,0.06570502370595932,0.0017680913442745805,0.0017680913442745805,,,,
169,,,,,0.00025951993302442133,0.06958423554897308,0.0018693661550059915,0.0018693661550059915,,,,
170,0.00021186891535762697,0.21332527697086334,0.005439066328108311,0.005439066328108311,0.00025787652703002095,0.07224158197641373,0.001934977830387652,0.001934977830387652,45.04007543611504,49.565217391304344,154.56212635869565,6.431512741815476
171,,,,,0.000267221184913069,0.07482142746448517,0.002004146110266447,0.002004146110266447,,,,
172,,,,,0.0002607718051876873,0.07346103340387344,0.001966911368072033,0.001966911368072033,,,,
173,,,,,0.00026499966043047607,0.07526563107967377,0.002014140598475933,0.002014140598475933,,,,
174,,,,,0.0002640105376485735,0.07297470420598984,0.001956373220309615,0.001956373220309615,,,,
175,,,,,0.0002517033717595041,0.07062399387359619,0.001891451422125101,0.001891451422125101,,,,
176,,,,,0.0002685173531062901,0.07363428920507431,0.0019751156214624643,0.0019751156214624643,,,,
177,,,,,0.0002706228697206825,0.07463842630386353,0.0020012720488011837,0.0020012720488011837,,,,
178,,,,,0.0002543517330195755,0.06973747909069061,0.0018706130795180798,0.0018706130795180798,,,,
179,,,,,0.00026250004884786904,0.06915615499019623,0.0018601539777591825,0.0018601539777591825,,,,
180,0.0002147297782357782,0.21387960016727448,0.005454354919493198,0.005454354919493198,0.0002656419819686562,0.07001574337482452,0.00188321468885988,0.00188321468885988,46.04240123260447,50.0,151.22328464673913,6.444715632948765
181,,,,,0.0002637927536852658,0.07122776657342911,0.0019125903490930796,0.0019125903490930796,,,,
182,,,,,0.0002602738968562335,0.07061051577329636,0.0018953997641801834,0.0018953997641801834,,,,
183,,,,,0.0002746367536019534,0.07906216382980347,0.00211387244053185,0.00211387244053185,,,,
184,,,,,0.0002542769943829626,0.06963296979665756,0.0018679628847166896,0.0018679628847166896,,,,
185,,,,,0.0002581927110441029,0.07192559540271759,0.0019272364443168044,0.0019272364443168044,,,,
186,,,,,0.00025649965391494334,0.06944913417100906,0.001864478224888444,0.001864478224888444,,,,
187,,,,,0.000261862063780427,0.07500284910202026,0.0020060022361576557,0.0020060022361576557,,,,
188,,,,,0.00025945977540686727,0.07002866268157959,0.0018804464489221573,0.0018804464489221573,,,,
189,,,,,0.00026568162138573825,0.0707220733165741,0.0019008928211405873,0.0019008928211405873,,,,
190,0.0002133092057192698,0.21313756704330444,0.005435093771666288,0.005435093771666288,0.0002527843462303281,0.07229594886302948,0.0019337909761816263,0.0019337909761816263,46.99562275487237,50.0,151.75777853260868,6.4732818603515625
191,,,,,0.0002488312602508813,0.07067568600177765,0.0018913076492026448,0.0018913076492026448,,,,
192,,,,,0.00025742407888174057,0.06744991987943649,0.0018149600364267826,0.0018149600364267826,,,,
193,,,,,0.0002527280885260552,0.07211589813232422,0.0019292613724246621,0.0019292613724246621,,,,
194,,,,,0.0002588176866993308,0.06710388511419296,0.0018070059595629573,0.0018070059595629573,,,,
195,,,,,0.0002604817855171859,0.07042248547077179,0.0018908031051978469,0.0018908031051978469,,,,
196,,,,,0.000227859549340792,0.06444758176803589,0.0017251195386052132,0.0017251195386052132,,,,
197,,,,,0.00025972758885473013,0.07717283070087433,0.0020591847132891417,0.0020591847132891417,,,,
198,,,,,0.0002811978629324585,0.07403209060430527,0.001991401193663478,0.001991401193663478,,,,
199,,,,,0.0002510704507585615,0.07034017890691757,0.0018840399570763111,0.0018840399570763111,,,,
200,0.00021105079213157296,0.2136855125427246,0.0054476638324558735,0.0054476638324558735,0.00025890363031066954,0.06532860547304153,0.0017626669723540545,0.0017626669723540545,49.67079724166749,54.347826086956516,148.19116847826086,6.270999561656605
201,,,,,0.00024929054779931903,0.07268780469894409,0.0019418406300246716,0.0019418406300246716,,,,
202,,,,,0.0002585100301075727,0.06950435042381287,0.0018668635748326778,0.0018668635748326778,,,,
203,,,,,0.0002762213407550007,0.07275529950857162,0.0019569930154830217,0.0019569930154830217,,,,
204,,,,,0.0002552999067120254,0.06478071957826614,0.0017471682513132691,0.0017471682513132691,,,,
205,,,,,0.0002747508988250047,0.07142563164234161,0.0019230162724852562,0.0019230162724852562,,,,
206,,,,,0.0002615735284052789,0.06723908334970474,0.001811763970181346,0.001811763970181346,,,,
207,,,,,0.0002552767691668123,0.07293345779180527,0.0019509750418365002,0.0019509750418365002,,,,
208,,,,,0.00025677503435872495,0.06794615089893341,0.0018270412692800164,0.0018270412692800164,,,,
209,,,,,0.00024380869581364095,0.07037439197301865,0.0018812642665579915,0.0018812642665579915,,,,
210,0.00021281838417053223,0.21511200070381165,0.0054842098616063595,0.0054842098616063595,0.000266136514255777,0.06790414452552795,0.0018306720303371549,0.0018306720303371549,51.19595404748517,55.21739130434782,143.53953804347827,6.617946277965199
211,,,,,0.0002590779331512749,0.06780480593442917,0.0018246592953801155,0.0018246592953801155,,,,
212,,,,,0.00027187252999283373,0.07062528282403946,0.0019015681464225054,0.0019015681464225054,,,,
213,,,,,0.00025466870283707976,0.0684535950422287,0.0018386741867288947,0.0018386741867288947,,,,
214,,,,,0.0002551329380366951,0.06721100956201553,0.0018078414723277092,0.0018078414723277092,,,,
215,,,,,0.00026454246835783124,0.06816419959068298,0.0018363766139373183,0.0018363766139373183,,,,
216,,,,,0.00026374374283477664,0.06927570700645447,0.0018637645989656448,0.0018637645989656448,,,,
217,,,,,0.0002511681232135743,0.06826353818178177,0.0018321723910048604,0.0018321723910048604,,,,
218,,,,,0.0002692609850782901,0.0681837797164917,0.001839224947616458,0.001839224947616458,,,,
219,,,,,0.0002624560729600489,0.07248038798570633,0.001943237497471273,0.001943237497471273,,,,
220,0.0002115957031492144,0.21427328884601593,0.005462630186229944,0.005462630186229944,0.00026247152709402144,0.07234994322061539,0.0019399841548874974,0.0019399841548874974,47.76454007459739,50.86956521739131,152.50365149456522,6.687970941716975
221,,,,,0.00025263053248636425,0.06804828345775604,0.0018275222973898053,0.0018275222973898053,,,,
222,,,,,0.00026040468947030604,0.06755724549293518,0.0018191336421296,0.0018191336421296,,,,
223,,,,,0.0002512946375645697,0.0656900480389595,0.001767898560501635,0.001767898560501635,,,,
224,,,,,0.00025668583111837506,0.0698162242770195,0.0018737483769655228,0.0018737483769655228,,,,
225,,,,,0.00025132388691417873,0.06948769092559814,0.0018628544639796019,0.0018628544639796019,,,,
226,,,,,0.00024881397257559,0.07272779941558838,0.0019426023354753852,0.0019426023354753852,,,,
227,,,,,0.00025698376703076065,0.06844624876976013,0.001839648000895977,0.001839648000895977,,,,
228,,,,,0.00025789966457523406,0.0706065371632576,0.001894113258458674,0.001894113258458674,,,,
229,,,,,0.0002450735482852906,0.06576471775770187,0.001766654895618558,0.001766654895618558,,,,
230,0.0002123712038155645,0.21491383016109467,0.005479031708091497,0.005479031708091497,0.0002723374927882105,0.06798876076936722,0.0018358876695856452,0.0018358876695856452,52.82001771605732,57.39130434782608,132.55183423913044,6.771525989879262
231,,,,,0.0002547471085563302,0.07152743637561798,0.0019155595218762755,0.0019155595218762755,,,,
232,,,,,0.00024944034521467984,0.07003836333751678,0.0018756792414933443,0.0018756792414933443,,,,
233,,,,,0.00024063742603175342,0.06503907591104507,0.0017462957184761763,0.0017462957184761763,,,,
234,,,,,0.0002464500430505723,0.06804225593805313,0.0018242814112454653,0.0018242814112454653,,,,
235,,,,,0.0002642599574755877,0.06816137582063675,0.001836164272390306,0.001836164272390306,,,,
236,,,,,0.0002643458137754351,0.0684908926486969,0.0018444453598931432,0.0018444453598931432,,,,
237,,,,,0.00023967634479049593,0.06746836006641388,0.0018065471667796373,0.0018065471667796373,,,,
238,,,,,0.0002491772756911814,0.06922416388988495,0.0018551929388195276,0.0018551929388195276,,,,
239,,,,,0.00026015780167654157,0.06902334839105606,0.001855662907473743,0.001855662907473743,,,,
240,0.00021287155686877668,0.2139088660478592,0.00545415747910738,0.00545415747910738,0.00025646743597462773,0.06185578927397728,0.0016746283508837223,0.0016746283508837223,50.15768362550541,53.47826086956522,148.3069972826087,6.649794514973959
241,,,,,0.0002546613395679742,0.06657340377569199,0.001791665912605822,0.001791665912605822,,,,
242,,,,,0.00024728025891818106,0.06682577729225159,0.0017942843260243535,0.0017942843260243535,,,,
243,,,,,0.0002688429958652705,0.06901144236326218,0.0018597077578306198,0.0018597077578306198,,,,
244,,,,,0.0002580752188805491,0.07736556977033615,0.002063176827505231,0.002063176827505231,,,,
245,,,,,0.00024870375636965036,0.07084970921278,0.001895594410598278,0.001895594410598278,,,,
246,,,,,0.0002538055705372244,0.06559243053197861,0.0017667136853560805,0.0017667136853560805,,,,
247,,,,,0.0002561916480772197,0.06959600746631622,0.001867996179498732,0.001867996179498732,,,,
248,,,,,0.00024839522666297853,0.06309804320335388,0.0017016485799103975,0.0017016485799103975,,,,
249,,,,,0.0002642628678586334,0.07077755033969879,0.0019015702418982983,0.0019015702418982983,,,,
250,0.00021101206948515028,0.21515622735023499,0.005484411027282476,0.005484411027282476,0.00025203428231179714,0.06336776912212372,0.0017102110432460904,0.0017102110432460904,47.50642233617435,51.73913043478262,154.58439198369564,6.626676337663517
251,,,,,0.0002267032250529155,0.061182282865047455,0.0016429086681455374,0.0016429086681455374,,,,
252,,,,,0.00024689524434506893,0.06804508715867996,0.0018245746614411473,0.0018245746614411473,,,,
253,,,,,0.00025742329307831824,0.06466229259967804,0.0017452688189223409,0.0017452688189223409,,,,
